id,sentiment,text,scores,compound,pos,neu,neg,Predicted_Sentiment
109,Neutral,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
http…","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7506}",0.7506,0.242,0.758,0.0,Positive
110,Negative,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,"{'neg': 0.204, 'neu': 0.645, 'pos': 0.151, 'compound': -0.25}",-0.25,0.151,0.645,0.204,Negative
111,Negative,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,"{'neg': 0.141, 'neu': 0.704, 'pos': 0.156, 'compound': 0.0772}",0.0772,0.156,0.704,0.141,Positive
112,Negative,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …","{'neg': 0.12, 'neu': 0.763, 'pos': 0.116, 'compound': -0.0258}",-0.0258,0.116,0.763,0.12,Neutral
113,Negative,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXi…","{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1779}",-0.1779,0.0,0.904,0.096,Negative
114,Neutral,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate","{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.9153}",0.9153,0.46,0.54,0.0,Positive
115,Neutral,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.765}",0.765,0.337,0.663,0.0,Positive
116,Negative,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
117,Negative,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.812,0.188,Negative
118,Negative,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.802}",0.802,0.326,0.674,0.0,Positive
119,Negative,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.7667}",-0.7667,0.0,0.698,0.302,Negative
120,Negative,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate","{'neg': 0.113, 'neu': 0.735, 'pos': 0.152, 'compound': 0.2023}",0.2023,0.152,0.735,0.113,Positive
121,Negative,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
122,Positive,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang","{'neg': 0.098, 'neu': 0.675, 'pos': 0.227, 'compound': 0.4767}",0.4767,0.227,0.675,0.098,Positive
123,Negative,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4753}",0.4753,0.181,0.819,0.0,Positive
124,Negative,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.2617}",-0.2617,0.0,0.918,0.082,Negative
125,Neutral,"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
126,Negative,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world👉@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…","{'neg': 0.081, 'neu': 0.616, 'pos': 0.304, 'compound': 0.6996}",0.6996,0.304,0.616,0.081,Positive
127,Negative,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.0,0.859,0.141,Negative
128,Positive,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
129,Neutral,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
130,Negative,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
131,Negative,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,"{'neg': 0.265, 'neu': 0.646, 'pos': 0.089, 'compound': -0.7469}",-0.7469,0.089,0.646,0.265,Negative
132,Neutral,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.784,0.216,Negative
133,Positive,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
134,Positive,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.2755}",0.2755,0.105,0.895,0.0,Positive
135,Negative,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
136,Negative,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai…","{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.7845}",-0.7845,0.0,0.699,0.301,Negative
137,Negative,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
138,Positive,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",0.3818,0.178,0.822,0.0,Positive
139,Negative,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,"{'neg': 0.302, 'neu': 0.602, 'pos': 0.096, 'compound': -0.7297}",-0.7297,0.096,0.602,0.302,Negative
140,Negative,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
141,Negative,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h","{'neg': 0.087, 'neu': 0.769, 'pos': 0.144, 'compound': 0.296}",0.296,0.144,0.769,0.087,Positive
142,Negative,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
143,Negative,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
144,Positive,"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
145,Negative,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,0.263,0.737,0.0,Positive
146,Positive,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.8074}",0.8074,0.3,0.7,0.0,Positive
147,Negative,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.8779}",-0.8779,0.0,0.619,0.381,Negative
148,Negative,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5267}",0.5267,0.155,0.845,0.0,Positive
149,Negative,"RT @DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸  
☑️ http://t.co/YUh6j7QqHA http://…","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5719}",0.5719,0.188,0.812,0.0,Positive
150,Positive,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.0,0.891,0.109,Negative
151,Negative,Summary is the #GOPDebate: Status quo shit show,"{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.66,0.34,Negative
152,Negative,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.784,0.216,Negative
153,Negative,"RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.0,0.875,0.125,Negative
154,Neutral,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht…","{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,0.0,0.754,0.246,Negative
155,Negative,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…,"{'neg': 0.093, 'neu': 0.724, 'pos': 0.183, 'compound': 0.3818}",0.3818,0.183,0.724,0.093,Positive
156,Neutral,"RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new 
http://t.co/VMtnRi7xev http://t.co/6mt…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
157,Negative,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
158,Neutral,RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.3612,0.152,0.848,0.0,Positive
159,Negative,Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.795,0.205,Negative
160,Negative,#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0,0.882,0.118,Negative
161,Neutral,RT @STEEL5757: 🎀 #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo 🎀 http://t.co/QHTTX0PLDG 🎀 #CoolStuff #GOPDebate http://t.co/QJUnzjY…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
162,Positive,"#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
163,Neutral,RT @AC360: It wasn’t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
164,Neutral,#GOPDebate in one picture http://t.co/WMmucJUqJu,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
165,Negative,"RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …","{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.6174}",-0.6174,0.0,0.856,0.144,Negative
166,Negative,"""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book
#GOPDebate","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6705}",0.6705,0.208,0.792,0.0,Positive
167,Negative,"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices …","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.4767,0.134,0.866,0.0,Positive
168,Negative,"#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.0191}",-0.0191,0.0,0.929,0.071,Neutral
169,Negative,"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.25}",0.25,0.176,0.824,0.0,Positive
170,Positive,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7351}",0.7351,0.267,0.733,0.0,Positive
171,Negative,"RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T

#GOPDebate","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
172,Negative,"@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators.""","{'neg': 0.319, 'neu': 0.681, 'pos': 0.0, 'compound': -0.7921}",-0.7921,0.0,0.681,0.319,Negative
173,Negative,"“@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged","{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.4005}",-0.4005,0.0,0.85,0.15,Negative
174,Negative,RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.891}",0.891,0.398,0.602,0.0,Positive
175,Negative,"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
176,Negative,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3736}",-0.3736,0.0,0.881,0.119,Negative
177,Neutral,RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
178,Negative,"RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi…","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6124}",-0.6124,0.0,0.833,0.167,Negative
179,Positive,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering","{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.922}",0.922,0.688,0.312,0.0,Positive
180,Neutral,"RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5037}",-0.5037,0.0,0.738,0.262,Negative
181,Negative,"RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.…","{'neg': 0.088, 'neu': 0.797, 'pos': 0.116, 'compound': 0.1779}",0.1779,0.116,0.797,0.088,Positive
182,Positive,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://t…","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.6239}",0.6239,0.214,0.786,0.0,Positive
183,Negative,"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t…","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.4019,0.137,0.863,0.0,Positive
184,Negative,#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.6239}",-0.6239,0.0,0.786,0.214,Negative
185,Negative,"RT @renomarky: ☑ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings not🇺🇸 http:/…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
186,Positive,"IMHO #GOPDebate 
winners #MarcoRubio #Kasich #DonaldTrump 
Losers #ScottWalker #RandPaul #BenCarson 
All others were completely forgettable","{'neg': 0.174, 'neu': 0.667, 'pos': 0.159, 'compound': -0.0772}",-0.0772,0.159,0.667,0.174,Negative
187,Positive,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.co…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
188,Neutral,RT @zellieimani: Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.0,0.872,0.128,Negative
189,Negative,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" – Jeb http://t.co/5ImGwdRL4G #GOPDebate","{'neg': 0.153, 'neu': 0.765, 'pos': 0.082, 'compound': -0.34}",-0.34,0.082,0.765,0.153,Negative
190,Neutral,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.3612,0.143,0.857,0.0,Positive
191,Negative,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.636}",-0.636,0.0,0.682,0.318,Negative
192,Neutral,"RT @GovernorPerry: .@GovernorPerry's ""On Fire"" Debate Performance https://t.co/aRmJN6vwPG #GOPDebate #Perry2016 #tcot","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,0.0,0.806,0.194,Negative
193,Neutral,RT @blowticious: Pro-life Republicans be like #GOPDebate http://t.co/bIOXOpLEjn,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,0.263,0.737,0.0,Positive
194,Neutral,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
195,Negative,RT @AllThingsFlynn: This Trump vs. Fox News conflict is quite the conundrum. It’s like the personification of Greed vs. Hate. Who do I root…,"{'neg': 0.288, 'neu': 0.629, 'pos': 0.083, 'compound': -0.7351}",-0.7351,0.083,0.629,0.288,Negative
196,Positive,RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0,Neutral
